    1    1   0.7400000
    1    2  -0.9700000
    2    1  -0.7700000
    2    2   0.7433333
    3    1  -0.4766667
    3    2   0.9666667
    4    1  -0.3800000
    4    2  -0.7766667
    5    1  -0.2966667
    5    2  -0.7200000
    6    1  -0.1333333
    6    2   0.1166667
    7    1   0.4766667
    7    2   0.4300000
    8    1  -0.7900000
    8    2  -0.5000000
    9    1   0.1566667
    9    2  -0.0866667
   10    1  -0.6433334
   10    2  -0.8500000
   11    1  -0.4500000
   11    2   0.7600000
   12    1   0.0833333
   12    2   0.9200000
   13    1   0.4266667
   13    2   0.3333333
   14    1  -0.8166667
   14    2   0.5100000
   15    1  -0.0133333
   15    2  -0.8600000
   16    1   0.5166667
   16    2   0.7233334
   17    1   0.0366667
   17    2   0.6300000
   18    1   0.3866667
   18    2   0.7100000
   19    1   0.2500000
   19    2   0.2600000
   20    1   0.0333333
   20    2  -0.2600000
   21    1  -0.3266667
   21    2  -0.0266667
   22    1  -0.1366667
   22    2  -0.1000000
   23    1   0.4066667
   23    2   0.5366667
   24    1  -0.7600000
   24    2  -0.6766667
   25    1  -0.9400000
   25    2   0.5500000
   26    1   0.6933333
   26    2  -0.6866667
   27    1  -0.9433333
   27    2   0.4733334
   28    1  -0.4333333
   28    2  -0.0833333
   29    1  -0.7500000
   29    2  -0.6166667
   30    1   0.0366667
   30    2  -0.0200000
   31    1   0.8633333
   31    2   0.3600000
   32    1   0.1566667
   32    2  -0.5400000
   33    1   0.7500000
   33    2   0.3100000
   34    1   0.3000000
   34    2  -0.2866667
   35    1  -0.0866667
   35    2  -0.6366667
   36    1  -0.5166667
   36    2  -0.2266667
   37    1  -0.9966667
   37    2  -0.0633333
   38    1  -0.3600000
   38    2   0.5700000
   39    1  -0.0066667
   39    2  -0.9466667
   40    1  -0.1633333
   40    2  -0.5433334
   41    1  -0.4833333
   41    2   0.9466667
   42    1   0.4766667
   42    2  -0.2766667
   43    1  -0.7333333
   43    2   0.2833333
   44    1  -0.2333333
   44    2   0.3066667
   45    1  -0.7000000
   45    2  -0.5900000
   46    1  -0.1333333
   46    2   0.7133334
   47    1   0.4566667
   47    2  -0.4866667
   48    1  -0.9933333
   48    2  -0.7366667
   49    1   0.9400000
   49    2   0.3433333
   50    1   0.8066667
   50    2  -0.2166667
   51    1  -0.1566667
   51    2   0.5800000
   52    1   0.2100000
   52    2  -0.0266667
   53    1  -0.1700000
   53    2  -0.3333333
   54    1   0.1066667
   54    2   0.7500000
   55    1   0.5166667
   55    2   0.1066667
   56    1   0.7933334
   56    2  -0.2300000
   57    1   0.1500000
   57    2  -0.6833333
   58    1  -0.2666667
   58    2  -0.0300000
   59    1   0.6700000
   59    2  -0.7133334
   60    1  -0.3133333
   60    2   0.4333333
   61    1  -0.6000000
   61    2  -0.2566667
   62    1   0.9566667
   62    2   0.0733333
   63    1   0.8800000
   63    2  -0.6266667
   64    1   0.4366667
   64    2  -0.6666667
