    1    1   0.1000000
    1    2  -0.7700000
    2    1   0.9800000
    2    2  -0.9866667
    3    1  -0.1933333
    3    2   0.7766667
    4    1   0.9333333
    4    2  -0.2400000
    5    1  -0.6233333
    5    2  -0.8833333
    6    1   0.3166667
    6    2   0.1366667
    7    1  -0.4800000
    7    2  -0.2533333
    8    1   0.3666667
    8    2  -0.3933333
    9    1   0.4066667
    9    2  -0.4100000
   10    1   0.3300000
   10    2   0.0266667
   11    1  -0.9333333
   11    2  -0.7800000
   12    1   0.8933334
   12    2   0.3933333
   13    1  -0.3933333
   13    2  -0.4266667
   14    1  -0.8200000
   14    2  -0.4733334
   15    1   0.3833334
   15    2   0.9100000
   16    1   0.3900000
   16    2  -0.9866667
   17    1   0.2200000
   17    2   0.4066667
   18    1  -0.3766667
   18    2  -0.1100000
   19    1  -0.3066667
   19    2  -0.6433334
   20    1  -0.1900000
   20    2   0.1100000
   21    1   0.9466667
   21    2   0.3100000
   22    1   0.5100000
   22    2   0.2200000
   23    1   0.3033333
   23    2  -0.9933333
   24    1  -0.4666667
   24    2   0.4200000
   25    1  -0.0766667
   25    2   0.9566667
   26    1  -0.7366667
   26    2  -0.3466667
   27    1  -0.4933333
   27    2   0.3300000
   28    1  -0.0433333
   28    2  -0.5700000
   29    1   0.4300000
   29    2   0.0366667
   30    1   0.2466667
   30    2  -0.4000000
   31    1   0.5800000
   31    2  -0.9800000
   32    1   0.2200000
   32    2   0.6966667
   33    1   0.0633333
   33    2  -0.5033333
   34    1   0.3600000
   34    2   0.5200000
   35    1   0.4600000
   35    2   0.3766667
   36    1   0.1833333
   36    2   0.8166667
   37    1  -0.0366667
   37    2  -0.3133333
   38    1  -0.4200000
   38    2   0.0300000
   39    1   0.0733333
   39    2  -0.6766667
   40    1  -0.8666667
   40    2   0.9533334
   41    1   0.2966667
   41    2   0.1266667
   42    1   0.3933333
   42    2   0.1900000
   43    1   0.8800000
   43    2  -0.9533334
   44    1   0.7633334
   44    2   0.2733333
   45    1   0.7666667
   45    2   0.8733333
   46    1   0.6500000
   46    2   0.1733333
   47    1  -0.3766667
   47    2   0.8900000
   48    1   0.3133333
   48    2   0.1300000
   49    1   0.2566667
   49    2  -0.6500000
   50    1  -0.1500000
   50    2   0.7833334
   51    1   0.8666667
   51    2   0.5433334
   52    1   0.3766667
   52    2  -0.3866667
   53    1  -0.1000000
   53    2  -0.0166667
   54    1   0.1766667
   54    2  -0.4066667
   55    1   0.0866667
   55    2   0.5533333
   56    1  -0.0533333
   56    2   0.9500000
   57    1  -0.6166667
   57    2  -0.3733333
   58    1  -0.4666667
   58    2   0.6500000
   59    1  -0.6166667
   59    2   0.1900000
   60    1   0.0666667
   60    2   0.8000000
   61    1   0.8233334
   61    2  -0.5766667
   62    1   0.3000000
   62    2  -0.0466667
   63    1  -0.4600000
   63    2  -0.5533333
   64    1  -0.8300000
   64    2   0.2833333
   65    1  -0.2500000
   65    2   0.0833333
   66    1  -0.8433334
   66    2  -0.7866667
   67    1  -0.3766667
   67    2   0.8066667
   68    1  -0.6166667
   68    2  -0.0033333
   69    1  -0.1800000
   69    2   0.7500000
   70    1  -0.5100000
   70    2  -0.6600000
   71    1   0.5733333
   71    2   0.4466667
   72    1  -0.3233334
   72    2   0.3633333
   73    1   0.9033334
   73    2   0.6633334
   74    1   0.1166667
   74    2  -0.8633333
   75    1  -0.4566667
   75    2  -0.8233334
   76    1  -0.6900000
   76    2   0.5333334
   77    1   0.2366667
   77    2  -0.1000000
   78    1  -0.7500000
   78    2   0.4933333
   79    1   0.6900000
   79    2   0.6433334
   80    1   0.0866667
   80    2   0.1366667
   81    1  -0.2166667
   81    2   0.1500000
   82    1  -0.3000000
   82    2  -0.5400000
   83    1   0.6600000
   83    2   0.4666667
   84    1  -0.5533333
   84    2   0.0133333
   85    1  -0.7200000
   85    2  -0.6533334
   86    1  -0.6333333
   86    2   0.2100000
   87    1   0.9500000
   87    2  -0.0266667
   88    1   0.4633333
   88    2   0.2033333
   89    1   0.3066667
   89    2  -0.4866667
   90    1  -0.3000000
   90    2   0.2766667
   91    1  -0.7033334
   91    2   0.7900000
   92    1   0.6166667
   92    2  -0.2166667
   93    1  -0.8466667
   93    2   0.4166667
   94    1  -0.9766667
   94    2  -0.5566667
   95    1   0.2866667
   95    2  -0.5966667
   96    1  -0.3366667
   96    2   0.7733334
   97    1   0.1400000
   97    2  -0.3866667
   98    1  -0.1766667
   98    2   0.8866667
   99    1   0.3066667
   99    2  -0.0533333
  100    1   0.6833333
  100    2   0.2866667
  101    1  -0.2700000
  101    2  -0.6766667
  102    1  -0.4833333
  102    2   0.0266667
  103    1   0.5166667
  103    2   0.0900000
  104    1   0.4100000
  104    2   0.6133333
  105    1  -0.2900000
  105    2   0.1833333
  106    1  -0.0433333
  106    2   0.6400000
  107    1   0.9566667
  107    2   0.0433333
  108    1   0.7433333
  108    2  -0.5466667
  109    1  -0.8766667
  109    2   0.2133333
  110    1   0.5266667
  110    2  -0.0900000
  111    1   0.9733334
  111    2   0.8066667
  112    1   0.0700000
  112    2  -0.1833333
  113    1   0.4433334
  113    2   0.7266667
  114    1   0.6166667
  114    2  -0.7166667
  115    1   0.4700000
  115    2  -0.2233333
  116    1   0.3700000
  116    2   0.7366667
  117    1   0.5900000
  117    2  -0.7366667
  118    1  -0.4100000
  118    2   0.3000000
  119    1   0.8533334
  119    2  -0.9633334
  120    1   0.7233334
  120    2   0.4800000
  121    1   0.9633334
  121    2  -0.3866667
  122    1  -0.4866667
  122    2   0.9466667
  123    1   0.1033333
  123    2  -0.4066667
  124    1  -0.1000000
  124    2   0.8700000
  125    1   0.3666667
  125    2  -0.5633333
  126    1  -0.8833333
  126    2  -0.1766667
  127    1   0.9933333
  127    2   0.7033334
  128    1   0.0933333
  128    2  -0.6466667
  129    1  -0.0900000
  129    2   0.5966667
  130    1   0.6500000
  130    2   0.2300000
  131    1   0.7833334
  131    2  -0.4800000
  132    1  -0.1300000
  132    2   0.2600000
  133    1   0.6000000
  133    2   0.5500000
  134    1   0.2833333
  134    2   0.0200000
  135    1  -0.1266667
  135    2   0.1200000
  136    1   0.6033334
  136    2  -0.3933333
  137    1   0.4300000
  137    2  -0.5966667
  138    1   0.5400000
  138    2  -0.8600000
  139    1   0.4900000
  139    2  -0.3066667
  140    1   0.1466667
  140    2   0.7633334
  141    1   0.9600000
  141    2  -0.6533334
  142    1  -0.8433334
  142    2   0.4066667
  143    1   0.6966667
  143    2   0.4766667
  144    1  -0.4300000
  144    2   0.5333334
  145    1   0.4733334
  145    2  -0.7233334
  146    1   0.9633334
  146    2   0.6033334
  147    1  -0.0433333
  147    2   0.7766667
  148    1  -0.6766667
  148    2  -0.0700000
  149    1  -0.5100000
  149    2  -0.6900000
  150    1   0.6700000
  150    2   0.5333334
  151    1  -0.5466667
  151    2  -0.2500000
  152    1   0.3333333
  152    2  -0.2100000
  153    1   0.8666667
  153    2   0.0300000
  154    1   0.4000000
  154    2   0.1133333
  155    1  -0.0466667
  155    2   0.4000000
  156    1   0.3966667
  156    2   0.4000000
  157    1  -0.1133333
  157    2   0.9100000
  158    1   0.6433334
  158    2  -0.7066667
  159    1  -0.4533333
  159    2  -0.1633333
  160    1  -0.5833334
  160    2  -0.0666667
  161    1  -0.2100000
  161    2  -0.0566667
  162    1   0.1033333
  162    2   0.3133333
  163    1  -0.3333333
  163    2  -0.2400000
  164    1   0.8100000
  164    2  -0.0133333
  165    1   0.7666667
  165    2  -0.9200000
  166    1  -0.7533333
  166    2  -0.3966667
  167    1   0.8666667
  167    2  -0.0166667
  168    1  -0.5933334
  168    2  -0.6833333
  169    1  -0.9133334
  169    2   0.3533334
  170    1  -0.7300000
  170    2  -0.8066667
  171    1   0.7433333
  171    2   0.7266667
  172    1   0.5433334
  172    2  -0.7733334
  173    1  -0.6400000
  173    2  -0.8900000
  174    1  -0.8766667
  174    2  -0.1200000
  175    1   0.1833333
  175    2  -0.5000000
  176    1   0.5300000
  176    2   0.2800000
  177    1   0.2066667
  177    2   0.8000000
  178    1   0.2400000
  178    2  -0.1100000
  179    1  -0.8233334
  179    2  -0.9300000
  180    1   0.7700000
  180    2  -0.4166667
  181    1  -0.5100000
  181    2   0.0833333
  182    1  -0.3966667
  182    2   0.2433333
  183    1   0.8600000
  183    2   0.3866667
  184    1  -0.7766667
  184    2   0.8033333
  185    1  -0.9533334
  185    2  -0.7600000
  186    1  -0.0033333
  186    2  -0.5600000
  187    1  -0.5400000
  187    2  -0.5600000
  188    1   0.4466667
  188    2  -0.9400000
  189    1   0.5633333
  189    2   0.0600000
  190    1  -0.2666667
  190    2  -0.5200000
  191    1   0.9200000
  191    2  -0.9700000
  192    1   0.5433334
  192    2  -0.1900000
  193    1   0.8833333
  193    2  -0.7966667
  194    1  -0.5933334
  194    2   0.8733333
  195    1  -0.8366667
  195    2   0.3800000
  196    1  -0.6733333
  196    2  -0.7700000
  197    1  -0.5833334
  197    2   0.2900000
  198    1  -0.2666667
  198    2   0.9633334
  199    1   0.2566667
  199    2   0.6766667
  200    1  -0.9800000
  200    2  -0.5900000
  201    1  -0.3966667
  201    2  -0.1733333
  202    1  -0.8966667
  202    2  -0.8300000
  203    1  -0.1000000
  203    2  -0.1833333
  204    1  -0.6800000
  204    2   0.2766667
  205    1   0.6100000
  205    2  -0.9266667
  206    1  -0.2633334
  206    2   0.8100000
  207    1  -0.3233334
  207    2  -0.5533333
  208    1   0.7566667
  208    2  -0.7533333
  209    1  -0.4666667
  209    2  -0.0200000
  210    1   0.3133333
  210    2  -0.3766667
  211    1   0.0500000
  211    2  -0.5800000
  212    1   0.6900000
  212    2   0.2600000
  213    1   0.1700000
  213    2  -0.4466667
  214    1  -0.2000000
  214    2   0.0166667
  215    1  -0.4766667
  215    2  -0.7200000
  216    1  -0.1333333
  216    2  -0.4933333
  217    1   0.6033334
  217    2   0.7666667
  218    1   0.9333333
  218    2  -0.6033334
  219    1  -0.6600000
  219    2  -0.3133333
  220    1   0.4466667
  220    2  -0.0933333
  221    1  -0.7400000
  221    2   0.9166667
  222    1  -0.7300000
  222    2  -0.4566667
  223    1   0.1333333
  223    2  -0.3300000
  224    1  -0.5900000
  224    2   0.5300000
  225    1   0.6166667
  225    2  -0.2400000
  226    1  -0.9100000
  226    2   0.0933333
  227    1  -0.7866667
  227    2   0.0566667
  228    1  -0.6266667
  228    2   0.5066667
  229    1  -0.4866667
  229    2  -0.2300000
  230    1  -0.3500000
  230    2  -0.8466667
  231    1   0.5866667
  231    2  -0.0366667
  232    1   0.7100000
  232    2  -0.5933334
  233    1  -0.7700000
  233    2   0.3066667
  234    1  -0.4533333
  234    2   0.8266667
  235    1  -0.6700000
  235    2  -0.8933334
  236    1  -0.2933334
  236    2   0.6466667
  237    1   0.3100000
  237    2  -0.8633333
  238    1   0.1266667
  238    2   0.3200000
  239    1   0.1133333
  239    2   0.5233334
  240    1   0.0600000
  240    2   0.2266667
  241    1   0.1900000
  241    2   0.7466667
  242    1   0.1800000
  242    2   0.9200000
  243    1   0.2300000
  243    2  -0.0600000
  244    1  -0.0500000
  244    2  -0.4233333
  245    1  -0.9866667
  245    2  -0.9066667
  246    1  -0.4700000
  246    2  -0.0333333
  247    1   0.3433333
  247    2   0.8666667
  248    1   0.6800000
  248    2  -0.2766667
  249    1   0.3633333
  249    2   0.1866667
  250    1  -0.9200000
  250    2  -0.1633333
  251    1   0.1766667
  251    2   0.0066667
  252    1  -0.2000000
  252    2  -0.5133333
  253    1  -0.8800000
  253    2  -0.7633334
  254    1   0.7600000
  254    2  -0.2866667
  255    1  -0.4600000
  255    2   0.0633333
  256    1   0.0233333
  256    2   0.2466667
  257    1   0.3333333
  257    2   0.6133333
  258    1   0.4933333
  258    2   0.8066667
  259    1   0.4966667
  259    2   0.1666667
  260    1   0.3633333
  260    2  -0.6066667
  261    1  -0.2333333
  261    2  -0.5000000
  262    1  -0.1700000
  262    2   0.3333333
  263    1   0.2433333
  263    2   0.1166667
  264    1   0.8966667
  264    2   0.5700000
  265    1   0.3566667
  265    2   0.8900000
  266    1   0.0733333
  266    2  -0.4666667
  267    1  -0.6533334
  267    2   0.4400000
  268    1   0.6566667
