    1    1   0.5833334
    1    2   0.8166667
    2    1   0.0500000
    2    2  -0.9700000
    3    1  -0.5066667
    3    2  -0.0666667
    4    1  -0.3900000
    4    2   0.3933333
    5    1   0.2700000
    5    2   0.4366667
    6    1  -0.8166667
    6    2  -0.3166667
    7    1   0.6466667
    7    2  -0.0233333
    8    1  -0.5466667
    8    2  -0.2966667
    9    1  -0.5333334
    9    2  -0.1966667
   10    1  -0.3366667
   10    2  -0.5933334
   11    1   0.0000000
   11    2   0.7033334
   12    1  -0.6366667
   12    2   0.7366667
   13    1   0.0066667
   13    2  -0.2800000
   14    1   0.4866667
   14    2   0.3200000
   15    1   0.4133334
   15    2  -0.3633333
   16    1  -0.2233333
   16    2   0.9366667
